profile_id,lat,lon,date,day_of_year,sst,t_0,t_5,t_10,t_20,t_30,t_50,t_75,t_100,t_125,t_150,t_200,t_300,t_500,t_700,t_1000
2903956_039,24.5333,60.4615,2025-05-31,151,31.75,,31.598,31.466,27.841,25.086,23.561,22.829,22.172,21.586,20.97,19.368,15.92,12.928,11.084,8.729
3902657_033,24.2007,61.2453,2025-05-31,151,30.39,,29.562,29.52,28.88,25.396,24.387,23.825,23.442,22.031,20.47,19.016,16.792,13.618,11.658,9.439
1902751_027,20.5919,59.6023,2025-05-31,151,28.91,,29.825,29.827,29.831,29.818,24.709,24.21,23.836,22.87,21.327,19.012,16.437,13.263,11.403,9.037
2902306_040,20.7727,63.5134,2025-05-31,151,30.19,,30.151,30.157,30.161,30.086,25.692,24.347,23.133,21.628,20.663,18.785,16.14,13.293,11.447,9.142
2903955_028,24.8791,60.5352,2025-05-31,151,31.68,,31.674,30.454,26.004,24.336,23.67,23.426,22.442,21.975,21.562,21.298,16.966,12.833,11.365,8.807
4903775_063,13.9833,91.5167,2025-05-31,151,29.6,,29.695,29.698,29.698,29.695,28.691,26.404,21.812,18.272,16.076,13.319,11.324,9.746,8.455,6.818
1902671_061,17.9333,69.0167,2025-05-31,151,30.27,,30.382,30.378,30.364,30.26,28.837,27.109,25.128,22.01,19.758,17.269,14.74,11.999,10.729,8.803
5907083_063,12.0833,87.15,2025-05-31,151,29.4,,30.033,30.034,30.022,30.005,29.687,27.757,24.19,21.005,18.251,14.426,11.748,9.803,8.51,6.579
1902669_063,14.8,86.3,2025-05-31,151,29.62,29.885,29.895,29.898,29.898,29.903,29.683,27.342,23.865,20.593,18.211,14.314,11.665,9.867,8.326,6.39
1901897_257,17.6701,61.5212,2025-05-31,151,29.7,,,,,29.809,25.503,24.3,24.075,21.776,20.12,18.238,15.84,12.864,11.548,9.315
2903956_038,24.3439,60.4214,2025-05-30,150,31.54,,31.693,31.588,27.391,25.127,23.658,23.108,22.363,21.486,21.154,19.135,15.986,12.942,11.171,
2902766_200,14.296,87.689,2025-05-30,150,29.54,,29.833,29.835,29.845,29.897,29.26,28.456,25.6,22.185,19.609,15.107,11.625,9.907,8.457,6.554
6903140_356,21.4665,63.3827,2025-05-30,150,30.17,,30.215,30.214,30.213,27.883,24.978,23.89,23.592,23.067,21.864,19.29,16.152,13.043,11.198,8.996
6903139_360,12.0336,49.3848,2025-05-30,150,31.48,,31.455,31.443,31.282,29.811,25.972,24.037,22.755,21.371,18.743,16.994,14.849,14.894,12.828,10.583
6903141_356,24.4208,59.8367,2025-05-30,150,31.99,,31.22,28.2,25.561,24.733,23.823,23.243,22.08,20.961,21.202,20.771,16.722,12.862,10.953,8.567
2902203_338,15.858,64.922,2025-05-30,150,29.99,,30.105,30.11,30.112,30.115,27.797,24.735,23.189,21.202,20.068,17.606,14.28,12.286,10.773,8.472
5907082_063,17.8167,85.5,2025-05-30,150,30.5,,30.383,30.384,30.384,30.276,29.202,27.747,25.316,22.112,19.516,15.601,12.067,10.498,9.03,6.972
6990715_009,10.15,67.4,2025-05-30,150,29.44,29.651,29.655,29.655,29.658,29.66,29.634,27.462,25.649,23.419,20.014,15.931,13.342,11.554,10.186,8.063
4903839_028,23.6651,59.2229,2025-05-30,150,32.24,,31.899,31.877,27.652,25.545,24.171,23.774,23.567,23.165,22.352,21.151,16.909,13.155,11.506,8.804
5907141_028,24.2315,59.3742,2025-05-30,150,32.23,,31.929,31.917,28.463,25.362,24.218,23.812,23.631,23.491,22.841,21.218,19.312,13.276,10.968,8.6
1902751_026,20.5221,59.5474,2025-05-30,150,28.55,,29.053,29.055,29.055,28.788,24.695,23.93,23.311,22.247,21.438,19.166,16.635,13.39,11.51,9.01
2903956_037,24.1538,60.2926,2025-05-29,149,31.36,,31.685,31.666,26.427,24.506,23.456,22.916,22.277,21.534,21.066,19.892,16.006,12.87,11.372,
1902757_032,23.327,61.9582,2025-05-29,149,30.25,,30.335,30.34,30.339,26.024,23.808,23.64,23.555,23.026,21.893,19.426,16.555,13.368,11.88,9.744
2903145_056,10.8586,52.7291,2025-05-29,149,26.6,,25.809,25.757,25.681,25.245,24.057,23.77,20.625,18.197,17.211,15.173,13.776,11.633,10.21,8.274
2903955_027,24.762,60.5591,2025-05-29,149,30.96,,30.808,28.767,25.973,24.49,23.908,23.56,23.457,22.435,21.397,20.253,17.223,13.342,11.132,8.767
2903142_092,13.1171,63.6226,2025-05-29,149,29.55,,29.755,29.758,29.763,29.765,29.737,25.446,22.353,20.153,18.242,16.219,13.265,11.771,10.685,8.891
2903989_011,15.7833,85.9667,2025-05-29,149,29.94,,30.105,30.112,30.114,30.115,29.534,27.893,25.654,22.156,19.369,15.11,12.065,10.108,8.603,6.584
5907085_059,8.3667,69.7333,2025-05-29,149,29.96,,29.991,29.994,29.996,29.998,29.733,28.632,24.818,20.773,17.459,15.169,12.798,11.12,9.588,7.267
2902201_338,19.137,58.662,2025-05-29,149,27.78,,27.896,27.862,27.215,26.686,25.197,23.851,23.39,22.24,20.196,18.751,16.448,13.168,11.04,8.935
3902669_010,19.0167,63.9,2025-05-29,149,30.25,,30.335,30.34,30.335,30.28,28.797,27.269,25.462,24.325,23.917,20.347,16.752,13.261,11.591,9.129
2903149_056,11.3289,62.5163,2025-05-29,149,29.44,,29.581,29.579,29.582,29.579,29.215,25.922,25.139,22.152,19.707,16.116,13.262,11.681,10.57,8.283
2903831_018,17.2709,88.5786,2025-05-29,149,30.12,,30.435,30.436,30.44,30.32,29.058,28.604,26.297,22.345,19.763,16.112,12.272,10.2,8.783,6.817
2903956_036,24.0184,60.1473,2025-05-28,148,31.21,,31.597,31.436,27.466,24.556,23.718,22.98,22.375,21.453,21.011,20.69,16.245,13.127,11.408,
3902657_032,23.9783,60.8186,2025-05-28,148,30.11,,29.346,28.911,26.922,25.376,24.353,24.044,23.337,21.951,20.596,19.407,16.623,13.547,11.471,9.257
1902734_013,21.1133,61.0492,2025-05-28,148,29.8,,30.012,30.013,30.014,30.01,25.842,23.944,23.711,21.962,20.841,19.111,15.866,13.429,11.696,9.218
6903141_355,24.4469,60.1326,2025-05-28,148,31.06,,31.589,31.084,26.215,24.665,23.86,23.287,22.898,21.756,21.209,21.587,16.495,12.661,10.914,8.405
6903139_359,12.0415,49.2286,2025-05-28,148,31.28,,31.898,31.614,30.864,29.924,26.302,24.44,22.629,20.694,19.186,17.594,15.138,14.45,13.222,10.588
6903140_355,21.3215,63.1434,2025-05-28,148,30.11,,30.248,30.249,30.198,30.062,24.909,24.062,23.647,22.903,21.283,19.204,15.995,12.783,11.192,8.927
7902251_015,12.05,88.1833,2025-05-28,148,29.7,,29.841,29.844,29.848,29.849,29.281,27.333,23.671,21.025,17.931,14.41,11.645,9.901,8.63,6.803
7902249_015,10.4167,84.4833,2025-05-28,148,30.05,,30.149,30.152,30.153,30.072,29.166,27.325,23.126,20.064,17.748,14.698,12.105,10.055,8.601,6.704
1902673_059,11.9833,68.45,2025-05-28,148,29.85,,29.767,29.768,29.768,29.771,29.371,27.049,24.664,21.374,18.7,16.319,13.573,11.905,10.665,8.174
2903147_056,14.0227,60.2888,2025-05-28,148,29.16,,29.536,29.538,29.539,29.526,29.349,25.51,24.49,21.888,19.571,16.744,14.751,12.31,11.144,9.128
2902775_235,7.88,89.298,2025-05-28,148,29.95,,29.855,29.855,29.848,29.842,29.384,26.8,24.284,20.108,17.639,14.38,11.775,10.037,8.589,6.804
1902751_025,20.4722,59.5447,2025-05-28,148,28.2,,28.874,28.873,28.852,25.82,24.565,24.084,23.75,22.899,20.548,18.926,16.288,13.507,11.602,9.198
4903839_027,23.8653,59.3129,2025-05-28,148,31.67,,31.465,31.456,30.23,26.609,24.204,23.749,23.589,23.397,22.765,20.338,17.585,13.224,11.332,8.907
2903955_026,24.5945,60.5733,2025-05-28,148,30.9,,30.461,27.215,25.348,24.307,23.851,23.595,23.426,22.513,20.921,20.893,17.433,12.983,11.351,8.898
7902287_009,9.1833,68.7833,2025-05-27,147,29.93,,29.854,29.853,29.857,29.86,29.846,28.322,24.642,21.568,19.726,15.968,12.974,11.328,9.801,
2903956_035,23.9786,60.0124,2025-05-27,147,31.46,,31.517,30.469,26.105,24.67,23.656,22.616,22.049,21.274,20.985,20.378,16.138,13.174,11.405,8.838
5907141_027,24.5384,59.4433,2025-05-27,147,31.32,,31.788,31.776,29.761,26.32,24.1,23.758,23.732,23.593,22.509,21.294,18.293,13.224,11.075,8.556
1901898_256,12.7239,47.971,2025-05-27,147,30.65,,,,,29.739,26.207,24.481,23.705,21.306,19.265,16.814,14.584,14.379,13.318,11.394
7902248_015,10.75,86.35,2025-05-27,147,29.74,,30.019,30.024,30.02,30.026,29.711,28.361,24.698,20.793,17.72,14.177,11.556,9.827,8.474,6.669
6990612_059,11.95,68.0333,2025-05-27,147,29.84,,29.815,29.818,29.822,29.74,27.803,26.186,24.42,21.114,18.881,16.094,13.883,11.769,10.76,8.158
6990716_009,10.4667,68.5167,2025-05-27,147,29.86,,29.818,29.819,29.82,29.774,28.313,26.804,25.316,22.483,19.606,16.124,13.146,11.449,10.282,8.049
5907140_015,8.4333,83.65,2025-05-27,147,30.44,,30.342,30.343,30.344,30.225,28.696,25.741,22.367,20.224,18.047,14.421,11.747,9.85,8.108,6.038
1902289_030,6.54,69.1348,2025-05-27,147,30.07,,30.135,30.145,30.151,30.154,28.958,27.606,22.795,18.015,16.344,14.154,12.152,10.778,9.209,7.425
2903956_034,24.0252,59.9309,2025-05-26,146,31.14,,31.154,31.187,28.368,25.511,23.442,22.842,22.044,21.116,20.997,20.683,15.972,13.22,11.42,8.945
1902757_031,23.7533,61.8783,2025-05-26,146,29.65,,29.791,29.797,29.778,27.429,24.309,23.904,23.053,23.287,21.745,20.0,16.411,13.221,11.875,9.657
4903794_023,7.244,87.8937,2025-05-26,146,29.33,,29.545,29.546,29.551,29.558,28.981,27.55,22.357,19.012,16.396,14.192,12.139,10.029,8.42,6.538
2902765_194,11.625,85.125,2025-05-26,146,30.22,,30.339,30.34,30.378,30.398,29.265,26.928,23.338,20.666,18.161,14.65,12.115,10.026,8.639,6.769
7901016_065,14.4963,55.9723,2025-05-26,146,30.25,,30.216,30.219,30.219,30.159,27.144,25.045,23.457,21.677,19.898,17.342,15.269,12.574,12.128,9.222
5907179_009,11.05,66.5,2025-05-26,146,29.83,,29.921,29.922,29.928,29.931,28.792,26.002,23.843,20.94,18.392,15.735,13.087,11.488,10.661,8.349
2903988_013,12.6667,85.6333,2025-05-26,146,30.49,,30.301,30.309,30.335,30.053,29.155,27.48,24.532,20.778,18.382,15.259,12.352,9.967,8.46,6.459
3902573_049,9.0,67.6833,2025-05-26,146,29.93,,29.865,29.867,29.864,29.843,28.962,27.192,25.14,21.514,19.229,14.92,12.732,11.065,9.778,7.589
2903895_049,8.2333,59.9,2025-05-26,146,29.78,,29.972,29.97,29.841,29.706,29.51,28.543,26.969,24.409,21.648,16.664,12.827,11.152,10.323,7.961
7901136_073,14.6389,70.1367,2025-05-26,146,29.93,,29.676,29.681,29.687,29.681,29.459,27.568,24.551,23.143,19.974,16.927,14.012,12.339,11.022,8.56
6903139_358,12.096,49.0697,2025-05-26,146,30.69,,31.002,30.91,30.633,29.32,26.743,24.767,21.136,19.612,18.742,17.129,15.143,14.44,13.541,10.617
6903140_354,21.4066,62.8025,2025-05-26,146,29.74,,30.124,30.129,30.07,29.891,25.402,23.908,23.73,23.197,21.974,19.666,16.745,12.92,11.309,9.047
6903141_354,24.1992,60.2184,2025-05-26,146,30.75,,31.645,31.43,31.166,28.242,24.299,22.937,22.239,21.337,20.869,20.495,16.166,12.894,11.174,8.709
1902756_008,14.4719,52.5485,2025-05-26,146,30.01,,30.158,29.971,29.212,25.991,24.243,22.502,20.669,19.793,18.176,16.95,14.765,12.534,12.036,9.325
1902751_024,20.4142,59.5277,2025-05-26,146,28.19,,28.929,28.886,28.855,25.982,24.578,24.151,23.849,23.465,21.549,19.348,16.173,13.271,11.503,9.043
6990514_097,16.7774,65.4567,2025-05-26,146,30.21,,30.355,30.325,30.308,30.0,26.376,24.818,23.84,21.446,20.263,18.098,14.963,12.804,11.113,8.811
4903660_097,15.205,58.9113,2025-05-26,146,29.96,,30.128,30.127,30.124,30.109,26.007,24.094,21.636,20.139,19.234,17.696,15.045,12.638,11.294,8.99
1902458_072,11.4137,66.4552,2025-05-26,146,29.79,,29.958,29.96,29.953,29.953,28.344,25.356,24.495,20.876,18.205,15.268,13.231,11.825,10.576,8.301
4903839_026,24.0586,59.4429,2025-05-26,146,31.28,,31.024,30.577,25.427,24.504,24.365,23.988,23.47,22.092,20.985,19.33,17.263,13.327,11.403,8.998
